date	ili_admit	total	admit_rate
2020-01-20	55	974	5.64681724845996
2020-01-21	46	1013	4.54096742349457
2020-01-22	59	1065	5.53990610328638
2020-01-23	68	929	7.31969860064586
2020-01-24	70	881	7.94551645856981
2020-01-25	57	899	6.34037819799778
2020-01-26	62	979	6.33299284984678
2020-01-27	73	1136	6.42605633802817
2020-01-28	51	1069	4.77081384471469
2020-01-29	60	991	6.05449041372351
2020-01-30	74	989	7.48230535894843
2020-01-31	48	860	5.58139534883721
2020-02-01	56	813	6.88806888068881
2020-02-02	39	934	4.17558886509636
2020-02-03	82	1070	7.66355140186916
2020-02-04	72	1027	7.01071080817916
2020-02-05	45	886	5.07900677200903
2020-02-06	31	723	4.28769017980636
2020-02-07	43	657	6.54490106544901
2020-02-08	40	693	5.77200577200577
2020-02-09	37	753	4.9136786188579
2020-02-10	45	776	5.79896907216495
2020-02-11	42	804	5.22388059701492
2020-02-12	36	603	5.97014925373134
2020-02-13	42	600	7
2020-02-14	33	443	7.44920993227991
2020-02-15	25	479	5.21920668058455
2020-02-16	32	524	6.10687022900763
2020-02-17	34	605	5.6198347107438
2020-02-18	30	544	5.51470588235294
2020-02-19	38	468	8.11965811965812
2020-02-20	33	445	7.41573033707865
2020-02-21	29	447	6.48769574944072
2020-02-22	30	376	7.97872340425532
2020-02-23	27	369	7.31707317073171
2020-02-24	24	429	5.59440559440559
2020-02-25	37	441	8.39002267573696
2020-02-26	28	430	6.51162790697674
2020-02-27	32	409	7.8239608801956
2020-02-28	27	359	7.52089136490251
2020-02-29	32	379	8.44327176781003
2020-03-01	35	399	8.7719298245614
2020-03-02	42	608	6.90789473684211
2020-03-03	29	519	5.58766859344894
2020-03-04	33	541	6.09981515711645
2020-03-05	33	609	5.41871921182266
2020-03-06	32	527	6.07210626185958
2020-03-07	30	468	6.41025641025641
2020-03-08	36	512	7.03125
2020-03-09	41	739	5.54803788903924
2020-03-10	51	814	6.26535626535627
2020-03-11	63	931	6.76691729323308
2020-03-12	74	1129	6.55447298494243
2020-03-13	86	1089	7.89715335169881
2020-03-14	89	805	11.055900621118
2020-03-15	112	1012	11.0671936758893
2020-03-16	130	1307	9.94644223412395
2020-03-17	132	1227	10.7579462102689
2020-03-18	148	1401	10.5638829407566
2020-03-19	176	1418	12.4118476727786
2020-03-20	231	1538	15.0195058517555
2020-03-21	210	1181	17.7815410668925
2020-03-22	234	1195	19.581589958159
2020-03-23	235	1313	17.8979436405179
2020-03-24	293	1571	18.6505410566518
2020-03-25	320	1612	19.8511166253102
2020-03-26	325	1340	24.2537313432836
2020-03-27	339	1273	26.6300078554595
2020-03-28	243	936	25.9615384615385
2020-03-29	297	1078	27.5510204081633
2020-03-30	351	1140	30.7894736842105
2020-03-31	290	931	31.1493018259936
2020-04-01	269	747	36.0107095046854
