date,p2.5,p25,p50,mean,p75,p97.5
2020-03-08,1990622.4746175597,2362416.5519038835,2526399.8242111616,2511277.173327936,2687208.3050496485,2937888.257343252
2020-03-15,5702606.1090315245,6315179.551661009,6581494.477774425,6556896.414583124,6830406.647288387,7255157.681148492
2020-03-22,8980326.915701993,9976077.195914023,10436933.293710604,10382038.44561305,10855078.015357606,11513095.36747059
