date,p2.5,p25,p50,mean,p75,p97.5
2020-03-08,585279.9645721532,695274.1913335742,743807.3533644525,738865.5031406141,789892.4962865065,861837.962928749
2020-03-15,982100.4292060448,1084545.2544878563,1128844.2900953991,1123994.419415437,1169326.091743386,1234113.4884376826
2020-03-22,872474.857571669,972710.1162445329,1016957.8985847363,1011000.3488960193,1056157.6654405287,1116218.5481608901
