date,iter,weekly_I
2020-03-22,23,1135166.652642445
2020-03-08,24,914176.9724277302
2020-03-15,24,1415937.3078105918
2020-03-22,24,1344522.1649579683
2020-03-08,25,884558.7348679549
2020-03-15,25,1408678.800442001
2020-03-22,25,1161977.297163887
2020-03-08,26,818207.0088458873
2020-03-15,26,1457402.322751128
2020-03-22,26,1279487.2115035786
2020-03-08,27,871634.8414622635
2020-03-15,27,1524437.709936921
2020-03-22,27,1320210.5666286692
2020-03-08,28,813409.7978002358
2020-03-15,28,1325370.5057069284
2020-03-22,28,1234271.7916311487
2020-03-08,29,941678.8483965033
2020-03-15,29,1360054.922000319
2020-03-22,29,1153138.6426124312
2020-03-08,30,821923.9835318297
2020-03-15,30,1485113.7379336697
2020-03-22,30,1124656.6641267103
2020-03-08,31,988887.1686491792
2020-03-15,31,1435042.6091015255
2020-03-22,31,1256395.8236532877
2020-03-08,32,971176.3319870137
2020-03-15,32,1396749.2171315283
2020-03-22,32,1238749.0071018545
2020-03-08,33,916097.5726070952
2020-03-15,33,1490123.225942218
2020-03-22,33,1168922.8055862167
2020-03-08,34,815926.2090576447
2020-03-15,34,1307489.4598728586
2020-03-22,34,1319022.029017264
2020-03-08,35,1095089.3777062881
2020-03-15,35,1410801.1005254162
2020-03-22,35,1279480.326664889
2020-03-08,36,1028036.7495856093
2020-03-15,36,1342815.5506002957
2020-03-22,36,1279760.4172562573
2020-03-08,37,1110581.6736465658
2020-03-15,37,1352724.7325675867
2020-03-22,37,1334218.067572769
2020-03-08,38,1093783.8567723436
2020-03-15,38,1387546.1857561446
2020-03-22,38,1251418.4153979027
2020-03-08,39,908840.2441463775
2020-03-15,39,1268406.1547632597
2020-03-22,39,1208122.7594247751
2020-03-08,40,795302.3939113283
2020-03-15,40,1443009.8168788468
2020-03-22,40,1205740.973965558
2020-03-08,41,898096.4202089229
2020-03-15,41,1344851.9334969046
2020-03-22,41,1195349.4939156368
2020-03-08,42,862592.8506516168
2020-03-15,42,1346916.028582293
2020-03-22,42,1269430.9297556467
2020-03-08,43,1041947.8454423209
2020-03-15,43,1409803.2748882815
2020-03-22,43,1210149.864101508
2020-03-08,44,849973.2613858251
2020-03-15,44,1457051.8263236315
2020-03-22,44,1265566.783724687
2020-03-08,45,872464.4762154041
2020-03-15,45,1403915.9349668454
2020-03-22,45,1238459.1429472878
2020-03-08,46,1039652.8738268615
2020-03-15,46,1376513.028268053
2020-03-22,46,1234817.4238463866
2020-03-08,47,982564.2930496533
2020-03-15,47,1430262.9308506201
2020-03-22,47,1218402.1507739609
2020-03-08,48,949632.1698530621
2020-03-15,48,1239284.047540449
2020-03-22,48,1226807.896418765
2020-03-08,49,843614.3845547383
2020-03-15,49,1404021.5734202072
2020-03-22,49,1252772.9433503593
2020-03-08,50,815719.2877615198
2020-03-15,50,1247168.4655903222
2020-03-22,50,1186966.780863596
2020-03-08,51,842085.7693325777
2020-03-15,51,1381637.161275304
2020-03-22,51,1230696.1622425364
2020-03-08,52,1006568.0249837658
2020-03-15,52,1335354.573980977
2020-03-22,52,1307842.3199281562
2020-03-08,53,762971.8648296515
2020-03-15,53,1440274.2532018528
2020-03-22,53,1222804.7337570041
2020-03-08,54,1020550.7651976069
2020-03-15,54,1305768.713478361
2020-03-22,54,1008971.6735619477
2020-03-08,55,892524.1840521203
2020-03-15,55,1466174.7557433913
2020-03-22,55,1212164.6394033788
2020-03-08,56,722091.670022199
2020-03-15,56,1421823.175539773
2020-03-22,56,1330490.6623335045
2020-03-08,57,870279.7072728422
2020-03-15,57,1209434.407487664
2020-03-22,57,1238658.3115700905
2020-03-08,58,561351.3127936696
2020-03-15,58,1327487.106206641
2020-03-22,58,1250865.954968741
2020-03-08,59,1047399.5353216202
2020-03-15,59,1362724.1546893157
2020-03-22,59,1299109.8636400523
2020-03-08,60,967490.8206791485
2020-03-15,60,1480201.3311983636
2020-03-22,60,1284500.673769329
2020-03-08,61,1004421.8372212908
2020-03-15,61,1332993.8390372486
2020-03-22,61,1298955.404235278
2020-03-08,62,931122.5997457728
2020-03-15,62,1437773.74084369
2020-03-22,62,1270958.34674709
2020-03-08,63,892236.3634707512
2020-03-15,63,1365143.399346407
2020-03-22,63,1243136.2130459694
2020-03-08,64,936122.0947772181
2020-03-15,64,1433082.4245024654
2020-03-22,64,1151621.0208905449
2020-03-08,65,976930.6567351662
2020-03-15,65,1348678.39756327
2020-03-22,65,1131538.0159229795
2020-03-08,66,783206.9677069135
2020-03-15,66,1182470.632123686
2020-03-22,66,1161498.4293308184
2020-03-08,67,915189.190405076
2020-03-15,67,1431308.1049066833
2020-03-22,67,1126238.8061427572
2020-03-08,68,951537.7248224723
2020-03-15,68,1410420.3102102687
2020-03-22,68,1256793.398522815
2020-03-08,69,753835.3485442454
2020-03-15,69,1429459.9919454094
2020-03-22,69,1251404.5259772136
2020-03-08,70,902974.6422483214
2020-03-15,70,1357714.4618463141
2020-03-22,70,1117030.359034692
2020-03-08,71,876587.46448807
2020-03-15,71,1448432.7209425096
2020-03-22,71,1176048.7984829145
2020-03-08,72,916724.7065068738
2020-03-15,72,1221487.3126891833
2020-03-22,72,1186375.9480384085
2020-03-08,73,895239.4221014817
2020-03-15,73,1530447.5475232603
2020-03-22,73,1226149.449781329
2020-03-08,74,779078.8513692821
2020-03-15,74,1379669.449219958
2020-03-22,74,1180315.6987834116
2020-03-08,75,1006531.1236135025
2020-03-15,75,1411330.8591560314
2020-03-22,75,1272119.0246856022
2020-03-08,76,854499.260010018
2020-03-15,76,1436342.3031050453
2020-03-22,76,1216589.460549817
2020-03-08,77,989627.5348967144
2020-03-15,77,1339784.0759880533
2020-03-22,77,1272777.7760946294
2020-03-08,78,926916.8867151458
2020-03-15,78,1382836.189390113
2020-03-22,78,1300231.7586888599
2020-03-08,79,1005899.8050268642
2020-03-15,79,1427275.0284071793
2020-03-22,79,1129574.9660091735
2020-03-08,80,873783.9417920812
2020-03-15,80,1404599.770552362
2020-03-22,80,1134498.9138132958
2020-03-08,81,846228.9002149645
2020-03-15,81,1525752.1157577415
2020-03-22,81,1285542.702577037
2020-03-08,82,954335.9827208935
2020-03-15,82,1184468.946066128
2020-03-22,82,1257838.075932085
2020-03-08,83,946940.205474432
2020-03-15,83,1413510.664875033
2020-03-22,83,1167322.4871658662
2020-03-08,84,879160.8430945075
2020-03-15,84,1451264.6500469344
2020-03-22,84,1181903.4950038374
2020-03-08,85,852070.7428251972
2020-03-15,85,1189430.8372929096
2020-03-22,85,1234704.2103846006
2020-03-08,86,888165.2081390244
2020-03-15,86,1365286.741496458
2020-03-22,86,1210232.080498631
2020-03-08,87,922516.9673596958
2020-03-15,87,1386270.383694163
2020-03-22,87,1184168.9216268603
2020-03-08,88,921721.6081631987
2020-03-15,88,1372901.8429326783
2020-03-22,88,1302346.0802672806
2020-03-08,89,987169.6744698593
2020-03-15,89,1377324.5926281158
2020-03-22,89,1348979.3646126848
2020-03-08,90,826100.58157145
2020-03-15,90,1384559.0711033188
2020-03-22,90,1274423.4171770236
2020-03-08,91,852661.0041063093
2020-03-15,91,1305548.1456752564
2020-03-22,91,1040436.6396548488
2020-03-08,92,873963.3496895279
2020-03-15,92,1395568.297896966
2020-03-22,92,1152064.5611214612
2020-03-08,93,806113.3724375633
2020-03-15,93,1298143.3644874666
2020-03-22,93,1152102.9066138035
2020-03-08,94,973557.2304710867
2020-03-15,94,1429469.4426644861
2020-03-22,94,1267322.7494519418
2020-03-08,95,808482.722163687
2020-03-15,95,1403134.6956634123
2020-03-22,95,1305659.3899658583
2020-03-08,96,955993.5273784845
2020-03-15,96,1374611.349347598
2020-03-22,96,1197244.4282010607
2020-03-08,97,1024830.4410317462
2020-03-15,97,1458224.0797401115
2020-03-22,97,1188500.3681139739
2020-03-08,98,999974.1551829983
2020-03-15,98,1506068.3117075348
2020-03-22,98,1260188.860021957
2020-03-08,99,892463.7597925204
2020-03-15,99,1390712.2653611558
2020-03-22,99,1182087.2258864196
2020-03-08,100,925101.9788756687
2020-03-15,100,1296884.6549078547
2020-03-22,100,1204987.2088743781
2020-03-08,101,717716.6693372917
2020-03-15,101,1304115.4561120614
2020-03-22,101,1164737.2641338313
2020-03-08,102,950983.3040871484
2020-03-15,102,1392909.121576343
2020-03-22,102,1291478.8671330924
2020-03-08,103,950656.2353549172
2020-03-15,103,1213965.3722337326
2020-03-22,103,1287441.3315309805
2020-03-08,104,981346.2994281639
2020-03-15,104,1429417.0807900853
2020-03-22,104,1017940.443815762
2020-03-08,105,995308.1695994535
2020-03-15,105,1427296.8913750248
2020-03-22,105,1118531.7855565588
2020-03-08,106,951818.7606384365
2020-03-15,106,1262573.9511343457
2020-03-22,106,1192528.536973374
2020-03-08,107,858938.6527000174
2020-03-15,107,1381817.5082738076
2020-03-22,107,1218569.0537422576
2020-03-08,108,879716.9709410595
2020-03-15,108,1425867.7194011016
2020-03-22,108,1109205.0945304504
2020-03-08,109,836179.8230900415
2020-03-15,109,1460942.1819253413
2020-03-22,109,1272272.420088479
2020-03-08,110,913143.7424267365
2020-03-15,110,1436005.377468937
2020-03-22,110,1215463.8086324187
2020-03-08,111,899239.8989239351
2020-03-15,111,1329766.5154865019
2020-03-22,111,1298033.9237247163
2020-03-08,112,821607.5192553005
2020-03-15,112,1400646.6780720286
2020-03-22,112,1198850.3841534406
2020-03-08,113,1021562.0506599521
2020-03-15,113,1351463.1157639339
2020-03-22,113,1172360.7854891678
2020-03-08,114,743971.7297967634
2020-03-15,114,1128266.5910699184
2020-03-22,114,1292194.5979603205
2020-03-08,115,762522.5085989974
2020-03-15,115,1396618.671059769
2020-03-22,115,1070912.33548199
2020-03-08,116,1005501.5920416238
2020-03-15,116,1353482.1246153852
2020-03-22,116,1296382.774630662
2020-03-08,117,837689.7925038006
2020-03-15,117,1347619.7740266179
2020-03-22,117,1238515.5449001158
2020-03-08,118,736073.2530987065
2020-03-15,118,1252167.0881429098
2020-03-22,118,1294910.309658346
2020-03-08,119,921984.7612727585
2020-03-15,119,1386262.8831728324
2020-03-22,119,1325805.4046315695
2020-03-08,120,878203.5646715356
2020-03-15,120,1374407.2332141525
2020-03-22,120,1272359.2494071121
2020-03-08,121,995601.6282848452
2020-03-15,121,1411391.724079311
2020-03-22,121,1327467.224080232
2020-03-08,122,893333.5460430336
2020-03-15,122,1222934.304461829
2020-03-22,122,1290468.255927363
2020-03-08,123,962366.0368087697
2020-03-15,123,1389042.1658746991
2020-03-22,123,1335437.882294651
2020-03-08,124,972122.7330018573
2020-03-15,124,1470665.454216534
2020-03-22,124,1317315.2713017846
2020-03-08,125,885500.3799284841
2020-03-15,125,1364694.1345709865
2020-03-22,125,1253197.0938904684
2020-03-08,126,790505.7539377667
2020-03-15,126,1415883.8507510195
2020-03-22,126,1245452.0655543024
2020-03-08,127,1008005.4267489861
2020-03-15,127,1324011.9993553022
2020-03-22,127,1304544.5251452194
2020-03-08,128,808775.2397228992
2020-03-15,128,1456984.113311322
2020-03-22,128,1282178.7174389432
2020-03-08,129,865113.5839516476
2020-03-15,129,1309653.2092591638
2020-03-22,129,1262708.024426651
2020-03-08,130,980012.4384636016
2020-03-15,130,1334935.710521424
2020-03-22,130,1266675.6827202768
2020-03-08,131,901571.5790889569
2020-03-15,131,1344095.518787613
2020-03-22,131,1180285.7304544484
2020-03-08,132,981273.3236279553
2020-03-15,132,1414023.1749658396
2020-03-22,132,1305226.6188903349
2020-03-08,133,1008781.7674997682
2020-03-15,133,1449732.7002974646
2020-03-22,133,1217857.453886863
2020-03-08,134,799310.1798164601
2020-03-15,134,1198596.78054227
2020-03-22,134,1088285.369763745
2020-03-08,135,929949.3072769793
2020-03-15,135,1349020.1152904767
2020-03-22,135,1183451.7224081312
2020-03-08,136,880782.2406890356
2020-03-15,136,1329508.0617667746
2020-03-22,136,1267268.0971370502
2020-03-08,137,984037.053379332
2020-03-15,137,1312352.7608119668
2020-03-22,137,1301823.4251866008
2020-03-08,138,777450.3698025189
2020-03-15,138,1482792.3573590703
2020-03-22,138,1149207.2389135747
2020-03-08,139,884562.4084940802
2020-03-15,139,1466155.3522208396
2020-03-22,139,1153549.6030165274
2020-03-08,140,1049086.28407034
2020-03-15,140,1366592.0544094567
2020-03-22,140,1308557.4844932002
2020-03-08,141,949616.7634693461
2020-03-15,141,1444798.840572486
2020-03-22,141,1205387.9790193373
2020-03-08,142,1031566.7372622279
2020-03-15,142,1490254.2994652132
2020-03-22,142,1198795.705969822
2020-03-08,143,1074186.6194716953
2020-03-15,143,1345545.6014733056
2020-03-22,143,1287032.8490511612
2020-03-08,144,851911.1724204158
2020-03-15,144,1440584.8554589583
2020-03-22,144,1356630.2430694662
2020-03-08,145,981807.5808468206
2020-03-15,145,1272479.0898070596
2020-03-22,145,1249128.8642212464
2020-03-08,146,1054878.5908207456
2020-03-15,146,1260924.2363003874
2020-03-22,146,1317555.8500411832
2020-03-08,147,924390.1408291279
2020-03-15,147,1374440.903955179
2020-03-22,147,1192360.197567246
2020-03-08,148,854311.7512437693
2020-03-15,148,1271071.4999205905
2020-03-22,148,1186659.4842766637
2020-03-08,149,905628.7650405507
2020-03-15,149,1372711.8921896177
2020-03-22,149,1214142.1393440962
2020-03-08,150,802872.6266622687
2020-03-15,150,1476478.4051689706
2020-03-22,150,1320970.3201197344
2020-03-08,151,961595.5417003364
2020-03-15,151,1371512.4212673833
2020-03-22,151,1163269.5855174954
2020-03-08,152,906161.0149621071
2020-03-15,152,1456999.1043380788
2020-03-22,152,1241913.920789256
2020-03-08,153,1019288.5413803222
2020-03-15,153,1332701.4393016815
2020-03-22,153,1245329.5559962748
2020-03-08,154,1000122.009043383
2020-03-15,154,1331882.2598572306
2020-03-22,154,1267098.3088995712
2020-03-08,155,1021968.1135403857
2020-03-15,155,1451745.0380629487
2020-03-22,155,1263275.856512754
2020-03-08,156,958070.4793221942
2020-03-15,156,1404220.3250560274
2020-03-22,156,1279833.6256291748
2020-03-08,157,993499.5941911484
2020-03-15,157,1419784.450482603
2020-03-22,157,1082211.4282834006
2020-03-08,158,693028.2565658655
2020-03-15,158,1309279.0293751047
2020-03-22,158,1299446.3073792814
2020-03-08,159,982946.0031763712
2020-03-15,159,1315932.3818231004
2020-03-22,159,1339678.0252322932
2020-03-08,160,818041.8806792222
2020-03-15,160,1445932.6871298226
2020-03-22,160,1081348.2999753766
2020-03-08,161,905391.0936440012
2020-03-15,161,1342336.017233734
2020-03-22,161,1402202.1217419356
2020-03-08,162,830939.9201340697
2020-03-15,162,1351598.027071203
2020-03-22,162,1284204.0738761607
2020-03-08,163,778115.9791116945
2020-03-15,163,1395936.4428213604
2020-03-22,163,1261957.1175675548
2020-03-08,164,950135.372194272
2020-03-15,164,1327392.4505406881
2020-03-22,164,1209279.8004068183
2020-03-08,165,808076.7427294675
2020-03-15,165,1422022.445247073
2020-03-22,165,1245705.6836256012
2020-03-08,166,868633.5746366953
2020-03-15,166,1323357.0689800014
2020-03-22,166,1237514.6985784555
2020-03-08,167,1029425.7765236195
2020-03-15,167,1330907.2136322802
2020-03-22,167,1228507.0494104265
2020-03-08,168,974430.9285140786
2020-03-15,168,1496537.1743656653
2020-03-22,168,1252044.772463104
2020-03-08,169,888297.6884289194
2020-03-15,169,1265626.7399074298
2020-03-22,169,1299859.151936571
2020-03-08,170,940283.4315958052
2020-03-15,170,1279353.3596694476
2020-03-22,170,1209215.3581555577
2020-03-08,171,860454.5770531266
2020-03-15,171,1411217.9217183886
2020-03-22,171,1138929.3636408627
2020-03-08,172,979776.7980262112
2020-03-15,172,1294213.809660632
2020-03-22,172,1186958.7364165306
2020-03-08,173,864242.173361794
2020-03-15,173,1480211.036280103
2020-03-22,173,1081093.733954572
2020-03-08,174,823769.6828533609
2020-03-15,174,1437280.069545078
2020-03-22,174,1274129.4909992022
2020-03-08,175,944162.7283082921
2020-03-15,175,1446251.027312565
2020-03-22,175,1261244.3289889381
2020-03-08,176,910978.2350540002
2020-03-15,176,1443240.8867041124
2020-03-22,176,1206986.1148113024
2020-03-08,177,1066438.1912442385
2020-03-15,177,1313522.5802704552
2020-03-22,177,1086114.6395445492
2020-03-08,178,816442.9871913673
2020-03-15,178,1357496.567185263
2020-03-22,178,1202867.8243129717
2020-03-08,179,962847.0901873001
2020-03-15,179,1423935.6950758332
2020-03-22,179,1212291.1778245147
2020-03-08,180,850840.5024465338
2020-03-15,180,1348578.2731253502
2020-03-22,180,1301473.2452066666
2020-03-08,181,672733.4761162436
2020-03-15,181,1375711.8475730207
2020-03-22,181,1240619.7446805616
2020-03-08,182,963491.980735778
2020-03-15,182,1379529.0984475892
2020-03-22,182,1278973.7349083421
2020-03-08,183,862459.8708271042
2020-03-15,183,1373064.1942613334
2020-03-22,183,1187461.7971504617
2020-03-08,184,849706.5151111829
2020-03-15,184,1326528.069282626
2020-03-22,184,1290345.7547497447
2020-03-08,185,749867.3946399493
2020-03-15,185,1393782.129581118
2020-03-22,185,1317934.0813444157
2020-03-08,186,914527.0251729183
2020-03-15,186,1347917.0902267254
2020-03-22,186,1253524.5700877723
2020-03-08,187,814894.410569252
2020-03-15,187,1438625.454037529
2020-03-22,187,1234908.4770550507
2020-03-08,188,977757.4633609431
2020-03-15,188,1303480.2885283553
2020-03-22,188,1096212.6122352444
2020-03-08,189,715804.5803130106
2020-03-15,189,1357635.0678411631
2020-03-22,189,1290983.8500739338
2020-03-08,190,961094.8079102403
2020-03-15,190,1404310.6019184352
2020-03-22,190,1374364.253881146
2020-03-08,191,954780.5047464081
2020-03-15,191,1414471.115527334
2020-03-22,191,1071157.8138857307
2020-03-08,192,860500.808427505
2020-03-15,192,1373841.8387228004
2020-03-22,192,1328532.0412439012
2020-03-08,193,944589.6586015947
2020-03-15,193,1174157.3411341074
2020-03-22,193,1126507.2986685324
2020-03-08,194,901306.5499120285
2020-03-15,194,1345919.028018523
2020-03-22,194,1349143.469693129
2020-03-08,195,956292.6276448038
2020-03-15,195,1395739.4361028585
2020-03-22,195,1289847.0335864401
2020-03-08,196,725873.4774798407
2020-03-15,196,1308035.673711288
2020-03-22,196,1103071.2279883744
2020-03-08,197,974559.225779453
2020-03-15,197,1279587.1596224604
2020-03-22,197,1270605.0678550086
2020-03-08,198,979964.5247415014
2020-03-15,198,1240246.0709081646
2020-03-22,198,1234384.2421245934
2020-03-08,199,1012110.7917260687
2020-03-15,199,1352922.8681567882
2020-03-22,199,1292647.581186534
2020-03-08,200,841717.9184812753
2020-03-15,200,1348587.1583365547
2020-03-22,200,1290898.1821230182
2020-03-08,201,974330.2435096289
2020-03-15,201,1405231.020800024
2020-03-22,201,1188656.6715255587
2020-03-08,202,941209.6301309207
2020-03-15,202,1388671.2594653585
2020-03-22,202,1149632.2542471236
2020-03-08,203,785232.6077298743
2020-03-15,203,1370907.42930133
2020-03-22,203,1348798.3581251155
2020-03-08,204,832099.4850687466
2020-03-15,204,1382222.902199884
2020-03-22,204,1310945.7212875986
2020-03-08,205,906084.862354518
2020-03-15,205,1255870.492751912
2020-03-22,205,1341025.2871408395
2020-03-08,206,944542.4605868561
2020-03-15,206,1432412.2845565171
2020-03-22,206,1199603.548790955
2020-03-08,207,1006171.2797915769
2020-03-15,207,1329067.977974731
2020-03-22,207,1252336.8396314722
2020-03-08,208,866795.7897966414
2020-03-15,208,1394191.9290493529
2020-03-22,208,1068005.7160977651
2020-03-08,209,997253.3137290668
2020-03-15,209,1274481.6611614244
2020-03-22,209,1157045.2848858743
2020-03-08,210,1001618.560882205
2020-03-15,210,1428615.7796306463
2020-03-22,210,1199842.8839951507
2020-03-08,211,940013.5101564868
2020-03-15,211,1422249.5635352533
2020-03-22,211,1289139.2881307274
2020-03-08,212,947359.0579201558
2020-03-15,212,1119672.754873034
2020-03-22,212,1139946.8494403143
2020-03-08,213,905235.6676061668
2020-03-15,213,1310497.1789785887
2020-03-22,213,1168043.3097914043
2020-03-08,214,897638.2248701515
2020-03-15,214,1353191.5345370963
2020-03-22,214,1183797.124628763
2020-03-08,215,947878.1154745513
2020-03-15,215,1435184.210202733
2020-03-22,215,1273889.0739647557
2020-03-08,216,862115.5425186929
2020-03-15,216,1392376.9625652696
2020-03-22,216,1167157.9392754785
2020-03-08,217,888303.8894150194
2020-03-15,217,1352358.673542675
2020-03-22,217,1230431.9572177508
2020-03-08,218,1040020.0081442033
2020-03-15,218,1180991.8187625115
2020-03-22,218,1193305.4836020852
2020-03-08,219,889899.6224401492
2020-03-15,219,1305464.4683028453
2020-03-22,219,1262114.5341985929
2020-03-08,220,804123.1771167488
2020-03-15,220,1316863.6763770091
2020-03-22,220,1209528.2687257708
2020-03-08,221,797896.9121558534
2020-03-15,221,1264077.1931855064
2020-03-22,221,1146486.9356631937
2020-03-08,222,886798.3870593627
2020-03-15,222,1434354.95118433
2020-03-22,222,1277141.3629965214
2020-03-08,223,930183.0096959266
2020-03-15,223,1192268.9635444642
2020-03-22,223,1239480.679484172
2020-03-08,224,1003694.2515687126
2020-03-15,224,1331275.531263145
2020-03-22,224,1125985.2331503248
2020-03-08,225,901317.3173615996
2020-03-15,225,1267241.987831463
2020-03-22,225,1215534.6221118458
2020-03-08,226,917035.1544326062
2020-03-15,226,1423070.212691065
2020-03-22,226,1334019.063116349
2020-03-08,227,856992.8815864974
2020-03-15,227,1393695.146318856
2020-03-22,227,1247451.8858873954
2020-03-08,228,753803.0509166836
2020-03-15,228,1463907.0758212386
2020-03-22,228,1194468.068001046
2020-03-08,229,898785.6537708328
2020-03-15,229,1416643.944578161
2020-03-22,229,1252409.1395404232
2020-03-08,230,832165.6460369974
2020-03-15,230,1438387.4221172368
2020-03-22,230,1296525.7911745575
2020-03-08,231,979116.4166708101
2020-03-15,231,1362680.8390844576
2020-03-22,231,1125617.5174600454
2020-03-08,232,948966.5367001172
2020-03-15,232,1385946.2216746365
2020-03-22,232,1341245.2109242438
2020-03-08,233,783330.4419684255
2020-03-15,233,1404177.518398351
2020-03-22,233,1271147.421139433
2020-03-08,234,766458.8593819048
2020-03-15,234,1528453.714667631
2020-03-22,234,1102910.9508795044
2020-03-08,235,760717.7066984279
2020-03-15,235,1466286.960973795
2020-03-22,235,1207161.4128963517
2020-03-08,236,1008648.3286847394
2020-03-15,236,1346014.1054858963
2020-03-22,236,1256026.1506295484
2020-03-08,237,890124.3479368293
2020-03-15,237,1332880.2322001257
2020-03-22,237,1116163.4208791256
2020-03-08,238,910487.7633985474
2020-03-15,238,1446167.4702263132
2020-03-22,238,1229457.0969520581
2020-03-08,239,855902.8286901724
2020-03-15,239,1481911.2105202146
2020-03-22,239,1288095.654454657
2020-03-08,240,790190.3332437084
2020-03-15,240,1490830.007128063
2020-03-22,240,1177483.7543643324
2020-03-08,241,1047440.0036350489
2020-03-15,241,1261883.0882861628
2020-03-22,241,1154814.663526189
2020-03-08,242,944613.9108248383
2020-03-15,242,1459099.5604695543
2020-03-22,242,1250706.5914270235
2020-03-08,243,911478.0647013376
2020-03-15,243,1335649.7048814872
2020-03-22,243,1314141.3237350204
2020-03-08,244,1043215.2464519171
2020-03-15,244,1268836.993598274
2020-03-22,244,1193910.9513363345
2020-03-08,245,1046777.5873668166
2020-03-15,245,1303618.095063543
2020-03-22,245,1228639.732934458
2020-03-08,246,1045640.4442944371
2020-03-15,246,1376569.4896799473
2020-03-22,246,1197822.39910528
2020-03-08,247,917879.420205406
2020-03-15,247,1475877.8867713048
2020-03-22,247,1352965.113575013
2020-03-08,248,836523.6342995821
2020-03-15,248,1284091.488595275
2020-03-22,248,1089812.8522987862
2020-03-08,249,872146.0831859596
2020-03-15,249,1403934.1876753757
2020-03-22,249,1259882.7483785716
2020-03-08,250,806843.1289583369
2020-03-15,250,1361143.671347129
2020-03-22,250,1141916.230078933
2020-03-08,251,959023.7589612198
2020-03-15,251,1399285.532179081
2020-03-22,251,1216020.2602041767
2020-03-08,252,873790.39060408
2020-03-15,252,1395215.463125784
2020-03-22,252,1156127.4930568952
2020-03-08,253,1004575.7470394034
2020-03-15,253,1459298.0714971842
2020-03-22,253,1362703.993554972
2020-03-08,254,925236.599675437
2020-03-15,254,1401068.4013972955
2020-03-22,254,1257965.0774007183
2020-03-08,255,816637.2448911766
2020-03-15,255,1309324.5496116716
2020-03-22,255,1066061.474884741
2020-03-08,256,838829.5610619407
2020-03-15,256,1257424.7219898014
2020-03-22,256,1337060.238094894
2020-03-08,257,822358.4723314877
2020-03-15,257,1388786.192117657
2020-03-22,257,1134554.1416551974
2020-03-08,258,978714.4392128567
2020-03-15,258,1467607.4309686911
2020-03-22,258,1290466.2241714557
2020-03-08,259,792343.8758337079
2020-03-15,259,1422305.5819211432
2020-03-22,259,1247796.4514149174
2020-03-08,260,634568.8873953169
2020-03-15,260,1523168.9557388055
2020-03-22,260,1318431.4165697985
2020-03-08,261,950816.8109335045
2020-03-15,261,1235824.5940228302
2020-03-22,261,1215803.5868538239
2020-03-08,262,877616.6872183667
2020-03-15,262,1429370.4034425926
2020-03-22,262,1367716.233593843
2020-03-08,263,918975.6483171016
2020-03-15,263,1229726.2098140172
2020-03-22,263,1248274.81690616
2020-03-08,264,1050309.0595293092
2020-03-15,264,1479711.0468733455
2020-03-22,264,1216147.138284359
2020-03-08,265,949493.4309762858
2020-03-15,265,1329490.8553438655
2020-03-22,265,1089255.6508681881
2020-03-08,266,1013257.4087201811
2020-03-15,266,1377505.615777571
2020-03-22,266,1093865.4778850528
