REGION,week,p2.5,p25,p50,p75,p97.5,mean,p.positive
Ohio,2020-02-02,-0.009413510079952283,0.007722860154911618,0.01330754478855691,0.01728790515803348,0.021899523761721343,0.011464801892029322,0.91175
Oklahoma,2020-02-02,-0.0659205082367382,0.0033494988797943687,0.02812751567681178,0.04520849027367667,0.06464509532880876,0.020450841326639806,0.775
Oregon,2020-02-02,-0.018086728925189244,0.005198832182402253,0.011702038391789873,0.016071134535848047,0.020957533132578886,0.009180470389802093,0.86175
Pennsylvania,2020-02-02,-0.013870149926137934,0.005057388666617663,0.012155284021170845,0.01731028491534472,0.024244796596744823,0.010222852958144506,0.8595
Rhode Island,2020-02-02,-0.010463062016887877,0.029321131644969828,0.039232791240118234,0.04528266990798013,0.05118901751442974,0.03449371420840265,0.95775
South Carolina,2020-02-02,-0.03704435485923859,0.053181019982587396,0.07253234211318763,0.08376793215964416,0.09203496083234464,0.06135243106455622,0.94025
South Dakota,2020-02-02,-0.015678586854908794,0.006375021201289837,0.013644593485174666,0.019267799513142794,0.02599963469964222,0.011500642829383161,0.8655
Tennessee,2020-02-02,-0.02769486220047791,0.03335763997727639,0.04919731214044265,0.05927088617492359,0.06900168390910767,0.04182583016006806,0.9325
Texas,2020-02-02,-0.03760920130696514,0.01216241504034371,0.029615946034056442,0.04334702706211799,0.059550407249144816,0.02474185616300699,0.85075
Utah,2020-02-02,-0.03382413267738463,0.014368647811873136,0.02762476993871809,0.0362332495451119,0.04473779854703547,0.022077289886850374,0.88
Vermont,2020-02-02,-0.02751777242293162,0.006139482468623853,0.01614811103057468,0.022714827943993942,0.029899365608808088,0.01193165865376548,0.83125
Virginia,2020-02-02,-0.0030274769003101943,0.025835494412010822,0.03547239262810137,0.04274527165349414,0.05218216444379874,0.03261137516875803,0.966
Washington,2020-02-02,-6.674482845374862e-4,0.014656520277731296,0.020033192869007947,0.024056391887260227,0.028874576636728398,0.018445195152848426,0.97225
West Virginia,2020-02-02,-0.014131455880477047,0.022936274303508003,0.03378937165118859,0.04126533124373172,0.049753363119348255,0.02974157348046469,0.946
Wisconsin,2020-02-02,-0.017440005374546003,0.008255791804961419,0.015081221987698689,0.020010118303731433,0.02554212671820953,0.012489340388923815,0.88475
Wyoming,2020-02-02,-0.007232321131823851,0.015222371695530978,0.022118998521270784,0.02694059641884682,0.03218661675603055,0.019639897499365046,0.94875
Alabama,2020-02-09,-0.08586528943417102,-0.008910584040409193,0.014204104699253147,0.030422893500240526,0.047641949658981046,0.005922414133530388,0.67125
Alaska,2020-02-09,-0.029647217733961527,0.009133478914793054,0.01867758614118687,0.02417515614611396,0.029342481124133114,0.0137804924005619,0.86325
Arizona,2020-02-09,-0.04160841996857975,-0.009161096245708846,0.0010209493803191964,0.007571693622154892,0.014655332117384201,-0.002958377115659804,0.5295
Arkansas,2020-02-09,-0.059141940077549665,-0.004669568257176114,0.011943879656621012,0.023194245248218743,0.036350063084588845,0.006054474609633867,0.69725
California,2020-02-09,-0.03265739288200641,-0.003732075640036756,0.005726142035752068,0.012681442639197153,0.022095816922173234,0.0029673104520385094,0.6575
Colorado,2020-02-09,-0.006430444627830115,0.021519232610297798,0.0291676899420117,0.03462577928224884,0.04072214428670555,0.026256150832477204,0.96225
Connecticut,2020-02-09,-0.03920932451065981,0.021130679587271113,0.0378315903944601,0.04700494802008803,0.05574422990078031,0.029824016954565543,0.897
Delaware,2020-02-09,-0.011619516865347073,0.005853866761337839,0.010791676721542406,0.014038353895103713,0.01730243229349304,0.008813763428018201,0.89575
District of Columbia,2020-02-09,-0.10578381520747614,-0.023530824162450687,-0.003490805670517367,0.0075541706515878625,0.017990231568794094,-0.013618769668832123,0.43025
Georgia,2020-02-09,-0.043982037649830955,0.007946988263715713,0.022847802262278664,0.03244566531035165,0.041868692831409274,0.01685767768943418,0.83075
Hawaii,2020-02-09,-0.05238282485692723,0.0016216642499134772,0.018002468232831022,0.028710716116983226,0.04045290424613288,0.01164294825701147,0.767
Idaho,2020-02-09,-0.059392324325691484,-0.010930385758452272,-0.0010669680952479083,0.004447269271865667,0.008850151449841252,-0.006834655878017868,0.46075
Illinois,2020-02-09,-0.008456767982660053,0.013523427147894389,0.02124836454888227,0.027095409042685148,0.03478396047363205,0.019116152389083218,0.937
Indiana,2020-02-09,-0.02002857559808619,0.010839001539203828,0.02010870602700976,0.02697866240613524,0.03512870789669284,0.017020732559514376,0.89025
Iowa,2020-02-09,-0.0033051833426906065,0.015541425149382917,0.020749240837802885,0.02441417411832692,0.027875196230339398,0.01858505495906106,0.962
Kansas,2020-02-09,-0.03317930833633414,0.024735527758774183,0.040327767796458205,0.04942128157883227,0.058146385628131465,0.032890683878133785,0.9085
Kentucky,2020-02-09,-0.061291620767779886,0.04205273937848295,0.06207584602353032,0.07144418199085044,0.07749910589730755,0.048345902386762125,0.91375
Louisiana,2020-02-09,-0.009432834594758221,0.03006504412755723,0.043411423788865394,0.0527473033708356,0.06447257685622836,0.03931404264990415,0.956
Maine,2020-02-09,0.0026504822635642954,0.018544532007431603,0.023727068739411623,0.027012046552690964,0.030461908810052177,0.02177923710070734,0.98
Maryland,2020-02-09,-0.01352615170745375,0.014012497144767778,0.02204701413298689,0.027814561537955078,0.03373907926575822,0.01916884474998028,0.926
Massachusetts,2020-02-09,-0.0026531011156632326,0.012105721749251421,0.017170655292288724,0.02086177943522976,0.02585477880362354,0.015701369794521344,0.95875
Michigan,2020-02-09,-0.021295296888015885,0.00909315409416004,0.015948783583449245,0.019969915287654374,0.023539215123833716,0.01221786738139167,0.8855
Minnesota,2020-02-09,-0.015145872749408396,0.013512488831999398,0.022575463719492504,0.029356223269825732,0.03709452328704778,0.019638185750270532,0.914
Mississippi,2020-02-09,-0.06303193961888473,-0.007644897000931917,0.009282851237264713,0.02141135901241918,0.035719953684389016,0.0034752038185865432,0.64825
Missouri,2020-02-09,-0.05146958882544643,-0.004347128295372106,0.009194412245134048,0.019202716852097595,0.03093262554194792,0.00463005278841561,0.69
Montana,2020-02-09,0.004974187578448858,0.02111087980110741,0.0246479145352877,0.026625578889212336,0.028333502987571414,0.022694297179277526,0.98675
Nebraska,2020-02-09,-0.06135638628847134,2.8778144017814825e-4,0.016482937695154274,0.02641132844449343,0.03505824213003388,0.009034195173833906,0.75325
Nevada,2020-02-09,-0.02320469433001392,-0.007290829470087511,-0.001985552610579185,0.001766067540487577,0.0064353093411163315,-0.003693094499108899,0.37375
New Hampshire,2020-02-09,0.006076411304035287,0.026369695800746773,0.031276960220505565,0.034071606406931305,0.0366656978263053,0.028644571779102946,0.98375
New Jersey,2020-02-09,-0.05244407987062364,0.0022559407712288444,0.01764399557192619,0.027667193970691534,0.03866148128681648,0.01121134506833126,0.77175
New Mexico,2020-02-09,-0.021108726509081736,0.014711965322898169,0.02540902005456143,0.033312996103108894,0.04313646106020206,0.02181030182292459,0.903
New York,2020-02-09,-0.006303501166794907,0.013322608460493324,0.020572131487100718,0.02643936919117867,0.0339826272076663,0.018825917295181883,0.94425
North Carolina,2020-02-09,-0.03409130927196437,0.007044500332468983,0.01928253296237683,0.027089809686255698,0.03487318238589135,0.014361414341316932,0.83175
North Dakota,2020-02-09,-0.04208644772656956,0.0085308651299895,0.021511947439733416,0.029857849079908107,0.037293151004730095,0.015417855640892687,0.8385
Ohio,2020-02-09,-0.013213760450225319,0.004126957267945834,0.009491518091800833,0.013399689738510773,0.017976321972150548,0.007788122642780866,0.861
Oklahoma,2020-02-09,-0.0680106844322313,-7.681178804186499e-4,0.0216651726889729,0.03716352433837492,0.05473236640945072,0.013967182059100986,0.74175
Oregon,2020-02-09,-0.01207720366588096,0.008405592621378659,0.014514855657499505,0.01860799037192084,0.023363868008553237,0.012177820837464305,0.90175
Pennsylvania,2020-02-09,-0.017716278013379813,0.0012061126679747576,0.008064840562969874,0.013264916222368549,0.019772650442282387,0.006258338112084708,0.7815
Rhode Island,2020-02-09,-0.003178299709019339,0.033040024599975924,0.0422955075202245,0.04804130037497094,0.053253151797719306,0.03793176988346447,0.96875
South Carolina,2020-02-09,-0.043265187473461066,0.038861570809019225,0.05862279553166601,0.06867112550895765,0.07706448068581763,0.047732937149450164,0.921
South Dakota,2020-02-09,-0.014933058295774595,0.007301096810654254,0.014936589492055624,0.020680024509466412,0.027679632103462432,0.012719477511671132,0.88325
Tennessee,2020-02-09,-0.04139875834097024,0.01785158359841952,0.0343673769366061,0.04379870799804228,0.05285186263657159,0.026720184675161483,0.87325
Texas,2020-02-09,-0.041344841666453844,0.007692338093215406,0.023520961112354317,0.03620168828013008,0.050635790877543066,0.0190977762349839,0.82625
Utah,2020-02-09,-0.045578787758420114,0.004342463483088156,0.017772998634983512,0.026054313092982513,0.03433308934602232,0.011852207885105909,0.79625
