date,p2.5,p25,p50,mean,p75,p97.5
2020-03-08,1781740.3074584943,2114520.883394999,2261296.8842411423,2247761.099843128,2405231.23429722,2629606.5646114713
2020-03-15,2974495.7895233817,3294015.8635101663,3432926.496870765,3420096.076183445,3562759.802209497,3784311.166209833
2020-03-22,2660319.747718368,2955299.4471335863,3091822.8264418594,3075560.8518152363,3215693.446169155,3410623.605460653
