replicate,probability
3463,1.0387146546180736e-4
3464,9.932723397244356e-5
3465,9.935985352972187e-5
3466,5.955178914768718e-7
3467,9.564591761227416e-9
3468,1.086259482342965e-4
3469,6.78682033326986e-9
3470,1.407438201682603e-8
3471,1.0038596794631447e-4
3472,3.475546391312989e-8
3473,5.2965428664621665e-9
3474,1.0103878492648994e-4
3475,9.92624851500511e-5
3476,1.0860233737653813e-4
3477,1.1755113132670815e-4
3478,9.926125212891456e-5
3479,5.463938362878381e-9
3480,1.303700819327704e-8
3481,1.520367093802428e-8
3482,9.925387768226964e-5
3483,8.400209109386483e-9
3484,7.36030812460027e-9
3485,1.78173185905788e-8
3486,1.0282771490171217e-8
3487,2.918028220662494e-9
3488,5.777369748978953e-9
3489,4.730190468024531e-9
3490,2.2504156052719358e-8
3491,1.542140967809425e-7
3492,1.0056589688330562e-4
3493,9.941277036646518e-5
3494,5.922222242959633e-9
3495,1.5757904727952457e-8
3496,3.373495686946476e-8
3497,1.0381538794019941e-4
3498,1.0043898226410728e-4
3499,7.983708734499567e-5
3500,5.3327268322076117e-8
3501,1.5761628327887863e-8
3502,5.242873420865885e-9
3503,9.148873488806161e-7
3504,2.0256881991974898e-8
3505,9.930325090713993e-5
3506,3.08907517621971e-9
3507,1.0380971939844494e-4
3508,3.658593351970536e-6
3509,6.506831381052523e-9
3510,4.62211606742395e-9
3511,3.946325370593522e-9
3512,1.0745694107639018e-4
3513,9.927324358580953e-5
3514,9.956287773714698e-5
3515,9.927354317505896e-5
3516,1.030177440111147e-4
3517,9.926320324595159e-5
3518,6.421754150730624e-9
3519,3.0414164180232544e-9
3520,6.948074776961232e-5
3521,7.802057952547369e-8
3522,1.1757347236460372e-4
3523,2.963712234855105e-9
3524,5.9212136502143225e-9
3525,1.0671987133181401e-4
3526,7.978911063894071e-5
3527,2.1811102073849873e-8
3528,1.4782306995833503e-8
3529,1.0706160050853545e-8
3530,5.328748537994823e-9
3531,1.055475682221113e-4
3532,8.509186304111482e-9
3533,1.0734784681373213e-8
3534,4.189031776003504e-9
3535,6.09782602570216e-9
3536,9.925483569287687e-5
3537,9.925587207999608e-5
3538,1.0103750417951893e-8
3539,2.4828460929841128e-8
3540,4.245760247695577e-5
3541,9.92749000528882e-5
3542,9.945171570104035e-5
3543,1.0266628650368952e-4
3544,6.6533906333496654e-9
3545,1.057577064070207e-4
3546,7.859192171674374e-9
3547,3.0796609117103082e-9
3548,1.0012229464350037e-4
3549,1.1097197792650153e-8
3550,9.931719626331868e-5
3551,1.0182816722286747e-4
3552,3.2268862920603717e-9
3553,9.224077843511929e-6
3554,9.938772751981798e-5
3555,1.6832198556687385e-7
3556,3.058651861218032e-9
3557,9.940879372545985e-5
3558,4.441695304580019e-9
3559,1.0493759812101074e-4
3560,2.9625048653491597e-9
3561,9.930813052849511e-5
3562,2.243519423832165e-8
3563,9.927183444244173e-5
3564,9.92717830022408e-5
3565,1.0936901763518669e-4
3566,1.72195889182159e-8
3567,2.942911486754724e-7
3568,1.8198965805054514e-7
3569,9.932854454996161e-5
3570,1.0382781024523596e-4
3571,6.232770342783163e-9
3572,8.020027494160269e-5
3573,1.0494862280914563e-4
3574,9.957836012843e-5
3575,2.087041726227353e-8
3576,1.9492896481548247e-7
3577,1.1794016273527771e-6
3578,9.926977882931636e-5
3579,1.1080568739975785e-4
3580,1.061852026858044e-4
3581,9.925555776350778e-5
3582,9.181319748086812e-9
3583,9.926837481436203e-5
3584,9.926059634127386e-5
3585,9.926105347788539e-5
3586,9.94029996095614e-5
3587,1.2974589364815082e-8
3588,1.051256137723111e-4
3589,1.0062009069521782e-4
3590,7.553534411249542e-9
3591,5.222607500501871e-9
3592,1.5410239508741918e-8
3593,9.927015252838965e-5
3594,5.3308439589767885e-6
3595,1.613780666986916e-8
3596,9.927187557906226e-5
3597,1.0923478517503946e-8
3598,1.8280928426353224e-5
3599,1.0008368632313038e-4
3600,9.961160209874282e-5
3601,9.064983608571977e-9
3602,9.463062041797927e-6
3603,4.7676464782083626e-9
3604,1.0293553924342169e-4
3605,1.714082129729286e-5
3606,6.0478048713525356e-9
3607,7.800257758259624e-9
3608,9.927019949914065e-5
3609,2.613096346027901e-5
3610,9.955165640924274e-5
3611,5.262570679458445e-9
3612,9.931852113366437e-5
3613,9.966215785675392e-5
3614,5.56908950420346e-9
3615,1.601527899225848e-8
3616,4.7047162813134906e-7
3617,1.1039187110134029e-4
3618,1.0099433940612039e-4
3619,1.0457026516581663e-8
3620,1.0478226253973046e-4
3621,9.551132853786869e-5
3622,1.4510816536485646e-8
3623,1.0194637793282725e-5
3624,9.978500975676416e-5
3625,1.0399344559556419e-5
3626,9.052368046476321e-9
3627,3.1583530736670143e-9
3628,1.3564022940714e-8
3629,1.122880175626562e-5
3630,9.933280656386316e-5
3631,1.3420994858658965e-8
3632,1.4134121763451266e-8
3633,4.201159322896253e-8
3634,6.193402233009938e-5
3635,1.311310746547378e-7
3636,9.252406865738778e-9
3637,3.718418286345098e-7
3638,5.3516374288843355e-5
3639,1.028661459498765e-4
3640,9.926012028507928e-5
3641,2.2407570551699862e-8
3642,9.940164603679781e-5
3643,1.0535443329183908e-8
3644,1.0289203433935104e-4
3645,3.632025011380848e-9
3646,4.400735747677662e-9
3647,3.380935995616551e-9
3648,6.274317729463994e-7
3649,1.6322569960920688e-8
3650,9.926921773658271e-5
3651,1.3518270426353758e-8
3652,6.323269812713177e-9
3653,1.9157242727687856e-8
3654,5.484124420660039e-8
3655,1.2851935741890644e-8
3656,9.978757301640283e-5
3657,5.777764947434107e-5
3658,6.359078134625462e-9
3659,9.930204727514347e-5
3660,1.1098791984842156e-8
3661,9.950330415838136e-5
3662,1.0487836812513698e-4
3663,1.0154558180500843e-4
3664,9.928702954093497e-5
3665,9.930923143712323e-5
3666,9.925534883245826e-5
3667,1.3972130288788782e-8
3668,5.371003063100675e-9
3669,1.0216368596699854e-4
3670,1.0956308797286594e-4
3671,1.587433488444152e-8
3672,3.196357176781728e-9
3673,1.4740911137229537e-8
3674,1.632853098950287e-8
3675,1.0663944457266082e-4
3676,4.9941385887502074e-9
3677,2.6302470269335203e-8
3678,1.0138050960473965e-4
3679,1.0042380401322572e-4
3680,9.927509037505568e-5
3681,2.732128782682977e-8
3682,1.226213976952922e-8
3683,9.930766788699772e-5
3684,1.4702925158063642e-8
3685,3.4604724834593194e-9
3686,9.947568397901048e-5
3687,3.737825836940532e-9
3688,1.2688441318446345e-8
3689,5.601048202438834e-9
3690,8.823292572247564e-9
3691,3.3232253466588708e-9
3692,5.825863241231173e-9
3693,7.245832992378104e-9
3694,1.0492631297503294e-4
3695,5.038815672985329e-9
3696,6.215136913498006e-8
3697,9.960019492369582e-5
3698,1.0485534961199351e-4
3699,3.937388858334907e-8
3700,7.524264274896063e-9
3701,1.1601464038838458e-4
3702,9.034959866094058e-5
3703,1.2656677319240387e-8
3704,8.750614335302809e-9
3705,3.886966749059189e-9
3706,1.0153392929361965e-4
3707,3.419925761100962e-9
3708,9.940342526064927e-5
3709,9.926104420176833e-5
3710,7.913368861763222e-9
3711,9.929135704344002e-5
3712,1.4220813517452686e-8
3713,9.934216152316608e-5
3714,9.93833812778958e-5
3715,1.006483935579307e-4
3716,1.0025526346902827e-4
3717,1.0825916704090403e-4
3718,1.0012508061150798e-4
3719,6.76878379957786e-9
3720,6.0657931193776655e-6
3721,1.0767168768933794e-4
3722,1.018331737850593e-8
3723,1.0075634558419891e-4
3724,3.138236004575592e-9
3725,9.480454779006678e-9
3726,1.1270586693544338e-4
3727,9.9253891765915e-5
3728,5.985790755529521e-9
3729,5.808620303982856e-7
3730,9.926715860711081e-5
3731,3.115091902804897e-9
3732,7.070323916575371e-9
3733,1.518563298455082e-8
3734,7.567043342146993e-9
3735,2.077142092356126e-5
3736,7.351393052365008e-9
3737,1.1055834464154773e-4
3738,9.946138023727982e-5
3739,1.05505125001727e-5
3740,1.0339040644835625e-4
3741,1.0630464144209549e-4
3742,1.0504511386919441e-4
3743,1.181598895037483e-4
3744,9.935838146162148e-5
3745,9.926089064344113e-5
3746,1.056320344501974e-8
3747,1.984156237184363e-5
3748,9.92824863354032e-5
3749,2.3612553909000065e-8
3750,1.0280946392848523e-4
3751,9.940845408889234e-5
3752,1.3183907634284322e-5
3753,9.96510729545349e-5
3754,2.2991317203495754e-7
3755,9.926856376890519e-5
3756,1.717916594294275e-5
3757,9.579664267798013e-5
3758,4.074073608188295e-9
3759,1.618768859104945e-8
3760,1.1966967680048322e-4
3761,1.0385914218227269e-4
3762,9.355815425983679e-9
3763,9.999748046749086e-5
3764,3.064338472424631e-9
3765,1.9248684690108478e-8
3766,1.5762601249839556e-8
3767,9.92875441786366e-5
3768,9.927775382241115e-5
3769,4.520376671902522e-6
3770,1.0149053375006564e-4
3771,5.7348088241811e-9
3772,1.7084255276074878e-7
3773,1.0251923539237597e-4
3774,9.9816245620914e-5
3775,1.4346248995781559e-8
3776,1.0038261927917344e-4
3777,2.9501392245603813e-9
3778,8.185538269325094e-9
3779,3.0205152319468555e-7
3780,9.92576102053484e-5
3781,9.945737536171237e-5
3782,9.94977835951311e-5
3783,3.716888028261805e-8
3784,4.706192983620174e-9
3785,1.4065233813242747e-5
3786,5.212834455396394e-5
3787,9.94443431513954e-5
3788,9.929177792391571e-5
3789,1.7461182603493778e-8
3790,4.742071402261241e-9
3791,6.592785458305227e-9
3792,2.5029778045326432e-8
3793,6.369754507115452e-6
3794,9.928516586558396e-5
3795,4.623626588990883e-9
3796,1.171901228486696e-4
3797,9.926348677561732e-5
3798,1.5111686395692195e-8
3799,6.32414774889487e-9
3800,1.4027088340584454e-8
3801,1.0384291121775823e-4
3802,5.85563673613827e-9
3803,2.379093234744053e-8
3804,2.6221225008906787e-7
3805,9.671504052603484e-9
3806,9.926997548617041e-5
3807,1.82525242731824e-8
3808,1.4581000238592547e-8
3809,2.1672853243562688e-7
3810,1.0184039015197099e-4
3811,9.927491210732843e-5
3812,7.978230628866578e-9
3813,9.930714546581283e-5
3814,9.934431443245516e-5
3815,2.3842366511589874e-8
3816,6.56417410488138e-9
3817,9.937562300835662e-5
3818,9.92539518175849e-5
3819,2.116088451787604e-7
3820,1.4782050635539358e-8
3821,6.554227624769927e-8
3822,1.0063630283033136e-4
3823,1.0037022046006412e-4
3824,6.990091970710885e-6
3825,1.000788710277144e-4
3826,9.925914064313919e-5
3827,9.931111936367008e-5
3828,2.0302528015052796e-8
3829,3.8506246040110914e-8
3830,1.3698151500915942e-8
3831,9.927891236630396e-5
3832,3.3963218280269904e-9
3833,9.989560708172742e-5
3834,9.772155757415044e-9
3835,1.651541220042481e-5
3836,1.0712662397854474e-4
3837,9.937682751692772e-5
3838,2.0236374239116378e-5
3839,1.1239921503346994e-6
3840,2.3051389383530633e-8
3841,8.233118309163763e-9
3842,1.1555329877249018e-4
3843,6.386279867614216e-6
3844,1.1166360622905975e-4
3845,1.1919567617611363e-6
3846,9.995277857462028e-5
3847,7.645073306876606e-9
3848,9.928947122627126e-5
3849,1.2071225899291866e-6
3850,1.3068980574889142e-8
3851,2.1959876865686244e-8
3852,1.3673133781510723e-7
3853,9.93003990971957e-5
3854,1.1445946764033919e-8
3855,2.97888165066928e-6
3856,1.2488693193841051e-8
3857,9.932306745705127e-5
3858,9.927635343993649e-5
3859,9.936539524399901e-5
3860,1.030342143253343e-4
3861,5.450019320315491e-9
3862,1.9685062189872293e-5
3863,4.83927735681791e-5
3864,1.2385489807301451e-08
3865,3.0342675513507906e-9
3866,9.936598382179266e-5
3867,9.945179660981e-5
3868,8.97255158911856e-5
3869,9.927131561509087e-5
3870,5.0294816482730375e-9
3871,2.3830102453336303e-8
3872,1.0081692528663653e-4
3873,5.659600145146745e-9
3874,1.0274266289795582e-4
3875,1.3146359871925485e-8
3876,9.990870435775294e-5
3877,3.0902413060315453e-9
3878,9.92631104844785e-5
3879,5.8145028476704905e-9
3880,9.925673674552777e-5
3881,1.002273074804105e-4
3882,1.2060670646133608e-6
3883,6.8361662467916774e-9
3884,9.926929643054386e-5
3885,9.993087393273476e-5
3886,1.9241918348658585e-8
3887,5.989175598543666e-9
3888,4.854477485731252e-9
3889,9.925672914536781e-5
3890,9.925680143914519e-5
3891,1.1693780803832333e-4
3892,5.9457166958405885e-6
3893,9.925932487369388e-5
3894,9.96268656040381e-5
3895,1.6780066385896015e-8
3896,1.4715497940520778e-7
3897,5.004850547047568e-9
3898,9.941430634175216e-5
3899,1.218412599484404e-6
3900,1.0694320827900835e-4
3901,1.0245238759076055e-4
3902,4.6509861428589526e-9
3903,1.1771378563842403e-4
3904,1.030134310779701e-4
3905,9.929330975642824e-5
3906,3.910254615649378e-9
3907,7.475550386659167e-6
3908,2.3490866992355408e-8
3909,9.927624143944801e-5
3910,1.165482467718407e-4
3911,1.2860753275595161e-6
3912,1.060176833929008e-4
3913,7.308831270254179e-9
3914,5.698503784668552e-9
3915,4.603218075307701e-9
3916,9.987661192200653e-5
3917,9.414939167671056e-9
3918,7.700970418211064e-9
3919,1.0547019686745254e-8
3920,6.735253459804514e-5
3921,1.0174195774500837e-4
3922,1.0147130932778556e-4
3923,1.0220373608028489e-8
3924,2.458109341894919e-5
3925,9.925596575380039e-5
3926,2.025193503674507e-8
3927,6.9822965448868065e-9
3928,1.9249350245921466e-8
3929,9.987565177890682e-5
3930,9.933748712740965e-5
3931,1.0065498645712313e-8
3932,1.4548073085159618e-8
3933,9.92957629292388e-5
3934,9.927128702203193e-5
3935,4.323773075790942e-9
3936,9.619248581277279e-5
3937,1.1753392374672745e-4
3938,9.346451905604061e-9
3939,8.944907779551498e-9
3940,7.785386735822568e-7
3941,3.253150039874282e-6
3942,9.929379485087147e-5
3943,1.0104506690772604e-4
3944,1.090104438882864e-4
3945,5.9423141304074195e-9
3946,9.946886713749685e-5
3947,4.009513869460843e-7
3948,3.3546593812958787e-9
3949,1.0145059874299353e-4
3950,8.454346993042765e-9
3951,9.973678251710994e-5
3952,8.34539385598581e-5
3953,1.548974978346346e-8
3954,9.945554243688927e-5
3955,9.935455002083561e-5
3956,9.958182467554304e-5
3957,3.519393567898397e-9
3958,8.902204760933988e-9
3959,7.919613277644501e-5
3960,3.2087042191414677e-9
3961,9.929143937645698e-5
3962,9.92653237451947e-5
3963,9.927649092570345e-5
3964,2.1848937783822305e-6
3965,9.932535848522133e-5
3966,3.8468989543856244e-9
3967,9.935384134543982e-5
3968,9.969516571338865e-5
3969,9.926846926386226e-5
3970,6.338869843316131e-6
3971,4.007286007289362e-9
3972,9.926365866540264e-5
3973,1.1705937653682295e-4
3974,9.223625085244349e-5
3975,1.0771507259670806e-8
3976,1.0060958196086811e-4
3977,3.4862504558114353e-9
3978,1.0226389450006724e-8
3979,1.2198902733732021e-8
3980,9.934627273326712e-5
3981,5.897404816370188e-9
3982,1.0015454167665995e-4
3983,6.194124762582452e-9
3984,5.272471575376438e-9
3985,4.9601742304540434e-9
3986,1.5927093705285766e-6
3987,1.0578335593838914e-4
3988,1.0211142339543321e-4
3989,8.091313861139106e-9
3990,1.3769348985287868e-7
3991,1.5885863995918668e-6
3992,1.0761400674736276e-4
3993,5.892945627869409e-9
3994,1.044925916919575e-4
3995,1.0018536311447798e-4
3996,7.779081259025444e-8
3997,4.086514822418926e-9
3998,9.951780353779181e-5
3999,1.0816991865834982e-4
4000,1.2749559203818797e-8
4001,1.0048732791828996e-4
4002,1.390466844202055e-6
4003,9.926782404634364e-5
4004,6.538752027581038e-7
4005,2.270299376250422e-8
4006,5.521142292251531e-5
4007,5.577277308959994e-9
4008,5.366324807669296e-9
4009,1.2546380394495761e-6
4010,1.0592372998822297e-4
4011,3.3100099655958893e-9
4012,9.97284828542709e-5
4013,4.654028549324294e-6
4014,2.303079211517182e-7
4015,9.92608988468109e-5
4016,1.713005303722774e-8
4017,9.925375305564576e-5
4018,1.0003899923122477e-4
4019,8.570398239033281e-5
4020,9.939580667916286e-5
4021,1.1063888449583025e-4
4022,9.927886404758547e-5
4023,1.0015020436600308e-4
4024,1.822286587522067e-8
4025,1.4463827342528652e-8
4026,7.3479633272682e-9
4027,1.2761334182064335e-5
4028,1.5178011330183063e-8
4029,4.877197282049979e-9
4030,6.1084717864545194e-9
4031,3.632797949850092e-9
4032,1.2765074008327935e-8
4033,1.0157681778092087e-4
4034,3.264328802942569e-9
4035,9.96155967268131e-5
4036,9.927300600031537e-5
4037,6.42280934422948e-8
4038,4.2777323690742105e-5
4039,1.3714188688903642e-8
4040,6.290060818255748e-7
4041,9.927386890495532e-5
4042,1.8325578269979563e-7
4043,1.007190798642374e-4
4044,8.20853777283971e-5
4045,9.930840634895276e-5
4046,1.2632383909025919e-8
4047,1.924271737269158e-8
4048,7.51368610526931e-9
4049,1.4926277959101524e-8
4050,5.899464863345215e-9
4051,1.1803852224280802e-4
4052,9.935689281590221e-5
4053,1.0144024211618069e-4
4054,9.925373697995464e-5
4055,9.938307761905336e-5
4056,3.1456396708116886e-9
4057,9.940800319774899e-5
4058,9.930189816689996e-5
4059,5.478350962065817e-9
4060,9.925400137578562e-5
4061,1.0326756519776705e-4
4062,9.733027784194545e-9
4063,1.0378889369253025e-4
4064,6.774191557849726e-9
4065,1.1008570464535014e-4
4066,9.985261755494161e-5
4067,4.267698132290087e-5
4068,1.0368111636501838e-4
4069,3.966779305785115e-9
4070,9.979965600874098e-5
4071,1.594983822790546e-8
4072,2.4640295660562776e-8
4073,1.1965891077297404e-8
4074,9.928844727103869e-5
4075,9.927980278009686e-5
4076,1.1376275092149892e-4
4077,1.0643543625425963e-4
4078,4.591816167243275e-9
4079,3.34627829173454e-9
4080,4.314927013795737e-5
4081,8.815905973397393e-5
4082,3.095589226355419e-6
4083,2.484836695122867e-8
4084,2.705640777155406e-5
4085,9.948366199324051e-5
4086,1.4419910835269086e-8
4087,9.92698397951901e-5
4088,1.0105758056068555e-4
4089,9.939502755929574e-5
4090,1.0094009276055524e-4
4091,1.2487879649555713e-8
4092,4.349079237729339e-9
4093,3.29546433378351e-5
4094,1.1645597097591262e-4
4095,1.360148719664035e-8
4096,8.048414176006101e-9
4097,3.5819556976299123e-09
4098,5.899929329539098e-9
4099,6.551952935998439e-9
4100,5.348569010350002e-9
4101,1.2190799199951536e-8
4102,1.2485794024521687e-8
4103,9.932360082679203e-5
4104,1.0045228044311294e-4
4105,1.016705080636128e-4
4106,3.6725301193513436e-9
4107,8.99195840656892e-5
4108,1.028627249667073e-4
4109,9.937902597581873e-5
4110,6.146974606080046e-5
4111,2.4044573577107192e-5
4112,9.92773094177539e-5
4113,9.925316711884206e-5
4114,1.4062039832207443e-8
4115,9.938363603071802e-5
4116,9.048058387789292e-9
4117,4.74640136718969e-9
4118,9.928756630869167e-5
4119,2.217740553574932e-8
4120,9.931481020138517e-5
4121,4.041543323837029e-9
4122,4.2869545566758606e-9
4123,1.2015799747737328e-4
4124,2.5570666239898917e-5
4125,1.0604418514339836e-4
4126,9.928327615772232e-5
4127,1.0416442015902202e-4
4128,1.1675332122840791e-4
4129,9.977837414729166e-5
4130,8.407965292435814e-9
4131,4.499702259281425e-8
4132,9.945212953011474e-5
4133,9.938510270641766e-5
4134,1.466071990428579e-7
4135,5.937071800329164e-9
4136,1.0245623738027278e-4
4137,5.052434584618262e-5
4138,1.3130236581365439e-8
4139,3.745056255037129e-9
4140,3.6293471369416334e-8
4141,1.0315802556058706e-8
4142,6.615208246201906e-9
4143,1.0956166403222979e-4
4144,4.966360700440695e-9
4145,1.1700149714313158e-4
4146,8.27342232037304e-9
4147,1.8066599775443777e-5
4148,6.83980957064826e-5
4149,1.0059945697452578e-4
4150,1.026788359388348e-4
4151,8.057708971520466e-9
4152,9.254777739732909e-9
4153,2.9413617845219326e-6
4154,9.259663497994679e-5
4155,2.9170490249719454e-9
4156,8.63841097696575e-9
4157,6.972750468427017e-9
4158,4.829930807147067e-9
4159,1.024811008184357e-8
4160,1.3368635821454173e-8
4161,1.073198153772606e-4
4162,6.207774875200214e-9
4163,9.92811647376007e-5
4164,5.638306549493304e-9
4165,5.833898865708181e-9
4166,6.92518112994558e-5
4167,9.931247416212008e-5
4168,4.424387998117094e-8
4169,8.354929476948235e-9
4170,9.119384845863554e-9
4171,9.936639950088604e-5
4172,9.933062756927676e-5
4173,9.770358764896088e-6
4174,1.0014432337028942e-4
4175,1.0421962114810166e-4
4176,1.0892100819224652e-4
4177,1.9072774530369426e-5
4178,4.083331254981416e-8
4179,1.0225053510154203e-4
4180,6.466886741452538e-9
4181,9.942612040957586e-5
4182,9.549277252074413e-8
4183,4.366204701256181e-8
4184,1.0680269227614212e-8
4185,9.940677516356298e-5
4186,9.939790699229758e-5
4187,1.0029761169648778e-4
4188,8.387733378438767e-5
4189,1.0884456987821187e-4
4190,9.926066509193162e-5
4191,1.0306148118816319e-4
4192,9.326262949243817e-9
4193,1.2363568412330944e-8
4194,1.0059340288452396e-4
4195,9.925427199384813e-5
4196,1.0540720762668898e-4
4197,8.12377161283748e-6
4198,1.517245109374044e-8
4199,9.930172700145576e-5
4200,3.687566771346297e-9
4201,9.927075172801957e-5
4202,9.932794071254888e-5
4203,4.527994434321978e-6
4204,7.045879753908086e-9
4205,1.396156989151174e-8
4206,9.93210128167086e-5
4207,5.47955371499102e-9
4208,9.714893651903504e-5
4209,5.15509223736484e-8
4210,1.511872768970603e-8
4211,9.974461582392842e-5
4212,1.521495442691517e-8
4213,1.630120950125413e-8
4214,2.4142879525021594e-8
4215,8.385745510641254e-5
4216,5.607117753987577e-9
4217,9.951911005113873e-5
4218,1.0019252548691518e-4
4219,9.93525907165789e-5
4220,1.0175152575279358e-4
4221,1.0227334126192034e-4
4222,9.97892368854402e-5
4223,1.3045251352445247e-8
4224,1.2850697809848116e-8
4225,3.677779063125674e-9
4226,9.933960969942928e-5
4227,4.13237854845142e-9
4228,9.980343760154915e-5
4229,9.926596233789402e-5
4230,1.4232398445644363e-8
4231,1.1935282694892907e-4
4232,7.594485938835762e-9
4233,6.0585363165575446e-9
4234,9.925782882337044e-5
4235,8.464726352907907e-5
4236,6.950334700422113e-8
4237,1.009499103385643e-4
4238,1.1516069246806428e-4
4239,9.957933982283548e-6
4240,2.9449166055086477e-9
4241,9.992752517871918e-5
4242,9.94232014941834e-5
4243,9.661053170494488e-5
4244,1.5998501437489304e-8
4245,1.3594689486947979e-8
4246,2.153763763037182e-7
4247,1.1949421694415118e-8
4248,1.514868723722877e-8
4249,1.5197157380342987e-8
4250,1.0383941777517029e-4
4251,1.4260315760494864e-7
4252,1.6602684472547244e-6
4253,1.1372028586210867e-4
4254,1.0492404571924264e-4
4255,3.549032356935208e-9
4256,9.901464356678994e-8
4257,9.938902467294925e-5
4258,6.7436001550098204e-6
4259,4.905851450707869e-9
4260,1.1046123839889313e-4
4261,8.781082104020666e-6
4262,6.491129407659081e-9
4263,9.927211502664311e-5
4264,4.6161390517274614e-8
4265,9.964157548693785e-5
4266,9.929142183269686e-5
4267,1.1183746445022242e-4
4268,9.926078612628257e-5
4269,1.2167001860697414e-8
4270,4.458198048767766e-9
4271,1.8237369576619747e-5
4272,9.931543117836024e-5
4273,9.933116544927397e-5
4274,1.4769211701284697e-8
4275,1.1079663782366156e-4
4276,4.690332980579767e-8
4277,9.998080634060583e-5
4278,1.675945117556257e-5
4279,9.928635185852673e-5
4280,9.926309910221148e-5
4281,9.948234115534298e-5
4282,9.93204224828405e-5
4283,9.927754049066558e-5
4284,3.3666607851421747e-9
4285,2.811881534142937e-8
4286,4.8995851186219045e-9
4287,1.3041098532138214e-6
4288,9.955376483653983e-5
4289,6.530971225356826e-9
4290,1.4514221367461796e-7
4291,9.928858593800591e-5
4292,3.4150002604320722e-9
4293,8.252460522215928e-9
4294,9.925455644952396e-5
4295,5.973195258792081e-9
4296,7.02706452073006e-5
4297,9.941045464786418e-5
4298,9.382469770501165e-6
4299,9.97783309125722e-6
4300,4.9060909392655277e-5
4301,1.1092419390017887e-4
4302,1.0045366267678222e-4
4303,6.112352745627477e-9
4304,2.9676134926513417e-8
4305,3.063909358211248e-5
4306,2.3120185896089483e-8
4307,4.4015125691274065e-9
4308,1.0621270035945522e-8
4309,5.3235376976054975e-9
4310,1.0053043591978188e-4
4311,5.5415687754221375e-5
4312,1.5965110166258136e-7
4313,1.253243553300735e-6
4314,9.941283725379565e-5
4315,9.928957411333431e-5
4316,9.996502407819161e-5
4317,1.1716398996217309e-4
4318,1.0066876132238326e-5
4319,9.933101975357253e-5
4320,3.929834628677804e-9
4321,1.116433859449089e-4
4322,1.4819437151034507e-8
4323,1.0462208142085888e-4
4324,1.1115144666732165e-4
4325,1.1869386426381442e-4
4326,1.0235943305397702e-4
4327,1.447998710274309e-8
4328,1.1271605249374823e-8
4329,4.294723044717243e-8
4330,1.5928133733945636e-8
4331,9.928106014633507e-5
4332,4.039844951091031e-9
4333,3.19724969459859e-9
4334,6.86039955607186e-7
4335,1.1436075910418234e-4
4336,9.926538892628772e-5
4337,1.4641094254122468e-8
4338,9.9613155718282e-5
4339,1.6423818215160928e-7
4340,7.042734582144344e-9
4341,4.797063981193845e-9
4342,1.517664430304489e-8
4343,7.436450695734933e-7
4344,9.934140022310727e-5
4345,1.0550120418721381e-4
4346,2.1732441406467938e-8
4347,1.5499621883246552e-8
4348,9.939183847744333e-5
4349,9.932788658076221e-5
4350,1.2072545921208257e-8
4351,5.9651789924345374e-9
4352,9.28465399610976e-8
4353,9.955195379207507e-5
4354,9.941754693954209e-5
4355,5.635884287534052e-9
4356,1.172946295087991e-8
4357,8.957895316023525e-9
4358,1.0660538094944874e-4
4359,1.10710943981367e-4
4360,1.1857250066938804e-4
4361,1.0098558336780782e-4
4362,1.0265946795322633e-4
4363,3.5448159251929433e-9
4364,1.432604291952352e-8
4365,9.955969845009358e-5
4366,9.938987811273547e-5
4367,1.0032455907578e-4
4368,3.232776615274391e-8
4369,7.075388948056526e-9
4370,3.137790541832808e-9
4371,9.70270421315969e-9
4372,9.925722900989384e-5
4373,9.930827565811868e-5
4374,9.925360898548206e-5
4375,3.799841544030294e-7
4376,1.9843963781773078e-5
4377,9.965379657380429e-5
4378,1.1608002511485833e-4
4379,1.044943165905917e-4
4380,1.3494080406192152e-8
4381,4.468910035889051e-9
4382,3.5811399573435133e-9
4383,3.2472696226999974e-9
4384,9.925745811094762e-5
4385,4.75693055884469e-6
4386,1.3224502209956418e-8
4387,1.0000809434408869e-4
4388,1.015142461157738e-4
4389,5.9017380134076215e-5
4390,1.0717666695324306e-4
4391,1.3995767930982312e-8
4392,1.477778702888946e-8
4393,5.7301241240087036e-9
4394,8.629817309085416e-9
4395,1.3410802468802891e-8
4396,2.575646018567066e-6
4397,1.5720727544793024e-7
4398,1.340687489697065e-6
4399,1.513353545561288e-8
4400,1.0311774223546848e-4
4401,4.4644158513298174e-9
4402,9.523057785154056e-5
4403,4.727755494327096e-9
4404,1.0764657717629165e-8
4405,1.0050333046945474e-4
4406,3.849316932962015e-9
4407,9.925395550114677e-5
4408,4.9240149563930066e-9
4409,1.0358139743680215e-4
4410,1.1069568873671643e-4
4411,3.47414951025464e-9
4412,8.85565833384474e-9
4413,1.0183988035153696e-4
4414,8.841350595231708e-9
4415,1.0202264503272699e-4
4416,5.097699216117866e-8
4417,9.925368239827987e-5
4418,3.501452048317717e-5
4419,9.995193203061976e-5
4420,1.0023917667013284e-4
4421,9.964153061251656e-5
4422,9.93744573165628e-5
4423,1.0112598172636057e-4
4424,9.928042089165726e-5
4425,1.8374150116800468e-8
4426,1.1125638050831415e-4
4427,4.596747755706313e-5
4428,6.4352273580204804e-9
4429,1.522361779351497e-8
4430,1.0803853046243235e-4
4431,9.928431538523398e-5
4432,6.321545116212726e-9
4433,9.925629827209775e-5
4434,1.0797516793487765e-5
4435,9.943687191777176e-5
